Date,Username,User tag,Content,Mentions,link
"2022-11-03,22:51:02","RedheadedTobi","#8470","Problem solved","",""
"2022-11-03,22:51:28","LJ","#9206","But I lose 20 pts 😦","",""
"2022-11-03,22:51:34","LJ","#9206","on the final speech","",""
"2022-11-03,22:51:40","LJ","#9206","And I want an A for my gpa :/","",""
"2022-11-03,22:52:07","LJ","#9206","This is such a minor inconvenience and I’m so fkin lazy lmfao","",""
"2022-11-03,22:54:37","Capybap","#2340","The new person better not be a business major","",""
"2022-11-03,22:55:28","Capybap","#2340","Jk major in whatever you want","",""
"2022-11-03,23:22:59","Mars","#3560","just saw this! hey y'all i'm a senior here, but i'm transfer student so not too familiar w the pullman area.","Kacey#5683",""
"2022-11-03,23:46:33","Tipster","#8489","Have fun! It’s awesome here!","Mars#3560",""
"2022-11-03,23:56:46","LJ","#9206","i did it","",""
"2022-11-03,23:56:50","LJ","#9206","with 5 minutes to spare","",""
"2022-11-03,23:56:55","LJ","#9206","it sucks ass but probably good enough","",""
"2022-11-03,23:56:55","LJ","#9206","idk","",""
"2022-11-03,23:57:05","LJ","#9206","i'll iron it out before I actually have to do my speech","",""
"2022-11-03,23:57:22","beepbop","#9164","Hell yeah!","",""
"2022-11-04,00:11:57","LJ","#9206","just walked through the snow at midnight to do my laundry","",""
"2022-11-04,00:12:00","LJ","#9206","and other things i do in pullman","",""
"2022-11-04,00:19:12","squg tomato","#5955","what the fuck is it snowing","",""
"2022-11-04,00:20:12","normal name","#8766","Yes","",""
"2022-11-04,00:22:53","Josh","#2358","pullman moment","",""
"2022-11-04,01:06:04","woooowoooo","#1755","is it?","",""
"2022-11-04,01:08:08","Kantaria","#3272","I think there’s supposed to be a storm","",""
"2022-11-04,01:08:18","woooowoooo","#1755","right now?","",""
"2022-11-04,01:08:21","woooowoooo","#1755","I don't see anything","",""
"2022-11-04,01:08:46","woooowoooo","#1755","felt some very light precipitation a few hours ago but other than that nothing","",""
"2022-11-04,02:02:27","AwakenMyBustas","#1748","Drakes story","",""
"2022-11-04,02:02:31","AwakenMyBustas","#1748","He a real one","",""
"2022-11-04,02:03:33","normal name","#8766","Fr","",""
"2022-11-04,05:43:18","(ed)ibilities","#4334","Well good morning","",""
"2022-11-04,05:43:29","(ed)ibilities","#4334","Fk, I gotta get rdy for work and the snow is thickk","",""
"2022-11-04,05:47:20","Casey.Baloney10","#3859","I enjoy the early snow tbh","",""
"2022-11-04,07:10:56","woooowoooo","#1755","good morning","",""
"2022-11-04,07:11:33","woooowoooo","#1755","I kinda like the slow brightening of the sky","",""
"2022-11-04,07:12:05","woooowoooo","#1755","it's like a gentle reminder that I've unwittingly pulled an all-nighter","",""
"2022-11-04,07:16:44","Alysha","#4569","Does anyone know how the roads are? Did they clean them?","",""
"2022-11-04,07:22:18","woooowoooo","#1755","I can hear what I assume to be snowplows every once in a while","",""
"2022-11-04,07:22:34","woooowoooo","#1755","and the stretch of Olympia Avenue that I can see is clear of snow","",""
"2022-11-04,07:23:09","Dogger","#5605","Olympia avenue is so isolated","",""
"2022-11-04,07:23:42","Dogger","#5605","I felt like the snow plows didn't even go there","",""
"2022-11-04,07:24:17","woooowoooo","#1755","well the stretch of it I can see is like between Orton and Rogers which is pretty important","",""
"2022-11-04,07:24:46","Dogger","#5605","And maceachern","",""
"2022-11-04,07:26:27","woooowoooo","#1755","Well yeah but I can't see it so it doesn't matter 😒","",""
"2022-11-04,07:27:45","Dogger","#5605","","","https://cdn.discordapp.com/attachments/720774572814893139/1038097224816676955/dottysusjump-1.gif"
"2022-11-04,07:45:21","AlphaVied","#4896","Hope the rain washes the snow off the roads","",""
"2022-11-04,07:45:42","AlphaVied","#4896","My car is proven to do well in the rain and slush. But fresh snow on the ground is not a risk I wanna take without snow tires","",""
"2022-11-04,08:01:16","Spoooky","#6969","Only 361 days till halloween!","",""
"2022-11-04,08:43:59","Capybap","#2340","","","https://cdn.discordapp.com/attachments/720774572814893139/1038116410326536282/image0.gif"
"2022-11-04,08:59:27","woooowoooo","#1755","I should not have worn crocs","",""
"2022-11-04,09:03:44","Capybap","#2340","._.","",""
"2022-11-04,09:03:47","Capybap","#2340","no shit","",""
"2022-11-04,09:09:53","pestilence","#6969","But was it Crocs with socks?","woooowoooo#1755",""
"2022-11-04,09:11:07","woooowoooo","#1755","nope","",""
"2022-11-04,09:11:16","woooowoooo","#1755","got numb feet","",""
"2022-11-04,09:11:20","woooowoooo","#1755","woke me up tho","",""
"2022-11-04,10:18:54","EmberToInferno","#0606","nightmare weather","",""
"2022-11-04,10:19:01","Capybap","#2340","<@731185556230504482> you still wearing a shirt sleeve today?","Poedameron805#0114",""
"2022-11-04,10:19:01","EmberToInferno","#0606","this is unironically the worst weather ive ever had to deal with","",""
"2022-11-04,10:19:01","EmberToInferno","#0606","no","",""
"2022-11-04,10:19:11","EmberToInferno","#0606","there was that freak storm in tc a couple years ago","",""
"2022-11-04,10:19:25","EmberToInferno","#0606","well that happens like every 3 years","",""
"2022-11-04,10:19:32","EmberToInferno","#0606","all of my shit is soaked","",""
"2022-11-04,10:25:42","Tipster","#8489","Yeah this weather was awful this morning. Took a fourty minute walk in it and was absolutely drenched when I got back. Had to completely change.","",""
"2022-11-04,10:48:55","Gilgamesh the second","#9213","I'm wearing a vest to combat this weather","",""
"2022-11-04,10:49:10","Gilgamesh the second","#9213","After my walk to school my arms turned an interesting red","",""
"2022-11-04,11:32:01","Kantaria","#3272","<@175873762909093888> which route gets you to Safeway? Trying to plan something","CyanideCarrot#3879",""
"2022-11-04,11:32:17","Kantaria","#3272","Cuz loop used to but I can’t remember if they switched","",""
"2022-11-04,11:33:17","CyanideCarrot","#3879","They both go nearby but Silver is the one that goes to the Safeway side of the street and crosswalks are sparse","",""
"2022-11-04,11:36:37","AlphaVied","#4896","Roads are pretty slippery too","",""
"2022-11-04,11:37:25","AlphaVied","#4896","Tested the car in these conditions and it’s fine but the traction control was on overdrive lmao","",""
"2022-11-04,11:55:39","Duller","#8926","Pro life people outside cub so be wary of the images they have bother you","",""
"2022-11-04,11:56:46","Gilgamesh the second","#9213","I hope they catch pneumonia","",""
"2022-11-04,11:57:01","Jared","#5937","Nice day for a hike","",""
"2022-11-04,11:57:06","Duller","#8926","Quite a few more than last time too if I counted right","",""
"2022-11-04,11:57:38","AlphaVied","#4896","I bought a car for a reason…","Duller#8926",""
"2022-11-04,11:57:50","AlphaVied","#4896","It’s not a mustang. Nobody will believe I did it","",""
"2022-11-04,12:10:13","Welcomer","#1062","<@525148044291735552> joined. Welcome to <:wsu:720787708133376032> **DisCougs**! Feel free to pick roles from <#720784881432395808> and check out upcoming events in <#772962285307035648> or <#720802286993145966>","sp♠de#9714","https://cdn.discordapp.com/attachments/720774572814893139/1038168309151039508/WelcomeMsg-F3I4EY8.webp"
"2022-11-04,12:10:31","pestilence","#6969","<:wheeze:890655604497084506>","",""
"2022-11-04,12:10:41","Poedameron805","#0114","Yes sir!","Capybap#2340",""
"2022-11-04,12:10:43","Capybap","#2340","Zaid that made me laugh","",""
"2022-11-04,12:10:50","Capybap","#2340","Poe you're so strange","",""
"2022-11-04,12:10:52","Capybap","#2340","An enigma","",""
"2022-11-04,12:10:55","Poedameron805","#0114","I know","",""
"2022-11-04,12:11:10","Capybap","#2340","It's weird how i also see you every day","",""
"2022-11-04,12:11:18","Poedameron805","#0114","Really?","",""
"2022-11-04,12:11:21","Poedameron805","#0114","That's not creepy at all","",""
"2022-11-04,12:11:28","Poedameron805","#0114","You never know who can be watching...","",""
"2022-11-04,12:11:42","Capybap","#2340","We're in the same chem class and we get done with classes at the same time","",""
"2022-11-04,12:12:14","Poedameron805","#0114","Nice","",""
"2022-11-04,12:12:22","EmberToInferno","#0606","ive seen a ton of people with discord open with this serv in their sidebar but 99% chance they either never check it or are lurkers","",""
"2022-11-04,12:12:40","Capybap","#2340","I know a lot of lurkers","",""
"2022-11-04,12:12:47","EmberToInferno","#0606","there is a lot","",""
"2022-11-04,12:13:01","pestilence","#6969","@here them","",""
"2022-11-04,12:13:02","Poedameron805","#0114","Charging up that mega-hill with nothing but the trusty helmet and a thin shirt... as if I didn't look stupid enough. But pain is virtue, so forward I go.","",""
"2022-11-04,12:13:30","Capybap","#2340","Some people were like ""OMG YOU'RE THE CAPYBARA""","",""
"2022-11-04,12:13:59","EmberToInferno","#0606","i aint ever been spotted in public bc nobody knows who tf i am","",""
"2022-11-04,12:14:13","Capybap","#2340","Well i tell people","",""
"2022-11-04,12:14:16","Capybap","#2340","And I'm a legend so","",""
"2022-11-04,12:14:18","Capybap","#2340","😎","",""
"2022-11-04,12:14:20","Poedameron805","#0114","https://tenor.com/view/capybara-gif-23641452","Capybap#2340",""
"2022-11-04,12:14:21","EmberToInferno","#0606","right","",""
"2022-11-04,12:14:52","Capybap","#2340","I'm pretty easy to spot if you know what i look like","",""
"2022-11-04,12:15:15","pestilence","#6969","Relatable","",""
"2022-11-04,12:15:45","Poedameron805","#0114","I've got the dorkiest helmet on campus","",""
"2022-11-04,12:15:48","Poedameron805","#0114","that's how you know it's me","",""
"2022-11-04,12:16:03","LJ","#9206","Im pretty sure I just took someone else’s coffee from Starbucks but I think it’s because someone took mine","",""
"2022-11-04,12:16:18","LJ","#9206","We’re all getting the same thing, drip coffee, so it’s not a big deal","",""
"2022-11-04,12:16:31","LJ","#9206","Anyway, free coffee for Cub employees in the Cub <:pog:711949361504059452>","",""
"2022-11-04,12:16:58","Capybap","#2340","Poe you're oretty easy to spot bc you always have a polo shirt and pants while riding a bike","",""
"2022-11-04,12:17:32","RoswellValentine","#5001","i'm just one of many people on campus with buttons/pins on their bag lol","",""
"2022-11-04,12:18:19","Capybap","#2340","I wear literally one color and have noticable hair","",""
"2022-11-04,12:18:45","RoswellValentine","#5001","i probably look like a background character, and i'm fine with that","",""
"2022-11-04,12:19:14","Poedameron805","#0114","that too","Capybap#2340",""
"2022-11-04,12:19:22","Poedameron805","#0114","got to show a decent look when trying to learn","",""
"2022-11-04,12:20:09","Poedameron805","#0114","I genuinely don't remember what you look like from that mini-potluck the discougs server had waayyyy back at the start","",""
"2022-11-04,12:20:17","Capybap","#2340","Good","",""
"2022-11-04,12:20:26","EmberToInferno","#0606","thats the only time i ever seen any of u","",""
"2022-11-04,12:20:28","Capybap","#2340","I don't want anyone to know what i look like","",""
"2022-11-04,12:20:40","Poedameron805","#0114","me too, but clearly that's out of my control XD","Capybap#2340",""
"2022-11-04,12:20:47","EmberToInferno","#0606","nah i passed u on that orton hill like a month ago","",""
"2022-11-04,12:20:57","Capybap","#2340","True Just don't tell people what i look like","",""
"2022-11-04,12:20:58","Poedameron805","#0114","I just want to survive my extra work shift tonight so I can go home and play Civ 6","",""
"2022-11-04,12:21:08","Capybap","#2340","Civ 6 theme slaps","",""
"2022-11-04,12:21:08","RoswellValentine","#5001","same, i will continue to be a cryptid","Capybap#2340",""
"2022-11-04,12:21:21","Poedameron805","#0114","You're not wrong, although I'm not into music in general","Capybap#2340",""
"2022-11-04,12:21:22","Capybap","#2340","Ross ik what you look like 😈😈","",""
"2022-11-04,12:21:24","EmberToInferno","#0606","i have been playing gw2","",""
"2022-11-04,12:21:31","Poedameron805","#0114","DUDE","EmberToInferno#0606",""
"2022-11-04,12:21:35","Capybap","#2340","Just bc of the other server","",""
"2022-11-04,12:21:36","Poedameron805","#0114","REALLY!?!","",""
"2022-11-04,12:21:39","Poedameron805","#0114","I love the GW games","",""
"2022-11-04,12:21:50","Poedameron805","#0114","I miss the first one :C. Those were the good old days. Can't play either now","",""
"2022-11-04,12:21:56","RoswellValentine","#5001","*one fear*","Capybap#2340",""
"2022-11-04,12:21:59","EmberToInferno","#0606","are we talking about the same gw","",""
"2022-11-04,12:22:03","Poedameron805","#0114","idk","",""
"2022-11-04,12:22:12","Capybap","#2340","Ross I've never seen you tho dw","",""
"2022-11-04,12:22:15","Hydro Homie","#1547","I love plants vs zombies garden warfare 2 as well","EmberToInferno#0606",""
"2022-11-04,12:22:16","Poedameron805","#0114","Plants versus zombies? Why do I feel like you're not referring to that","",""
"2022-11-04,12:22:16","RoswellValentine","#5001","lol","",""
"2022-11-04,12:22:19","EmberToInferno","#0606","guild wars","",""
"2022-11-04,12:22:24","Poedameron805","#0114","yes, this one","Hydro Homie#1547",""
"2022-11-04,12:22:25","Poedameron805","#0114","very good","",""
"2022-11-04,12:22:29","Poedameron805","#0114","never heard of","EmberToInferno#0606",""
"2022-11-04,12:22:37","Capybap","#2340","It's an mmo","",""
"2022-11-04,12:22:43","Hydro Homie","#1547","So","",""
"2022-11-04,12:22:49","Capybap","#2340","FfXIV>>>>>GW2","",""
"2022-11-04,12:22:51","Hydro Homie","#1547","Not plants vs zombies garden warfare","",""
"2022-11-04,12:23:09","EmberToInferno","#0606","i played ff14 for maybe 5 minutes then got bored as fuck because it felt slow asl","",""
"2022-11-04,12:23:16","Capybap","#2340","Have you heard of the critically acclaimed MMORPG Final Fantasy XIV? With an expanded free trial which you can play through the entirety of A Realm Reborn and the award winning Heavensward expansion up to level 60 for free with no restrictions on playtime","",""
"2022-11-04,12:23:35","Capybap","#2340","(that's half the game!)","",""
"2022-11-04,12:23:45","EmberToInferno","#0606","if i was going to play ff14 id just play rs3","",""
"2022-11-04,12:23:49","EmberToInferno","#0606","i think that is my verdict","",""
"2022-11-04,12:24:02","EmberToInferno","#0606","if i want interface hell ill just play rs3","",""
"2022-11-04,12:24:24","Capybap","#2340","I'd rather do homework than play  rs3","",""
"2022-11-04,12:24:33","Hydro Homie","#1547","Or play Warframe and cry because you don’t understand how to mod your shit properly","",""
"2022-11-04,12:24:49","EmberToInferno","#0606","99% of modding is serration + dual stats","",""
"2022-11-04,12:25:08","Capybap","#2340","I want to try apex eventually","",""
"2022-11-04,12:25:10","Poedameron805","#0114","I'm curious now... *where* do you usually see me?","Capybap#2340",""
"2022-11-04,12:25:34","Capybap","#2340","I see you every day in chem, i see you going up the big hill, and i see you biking down to stephenson","",""
"2022-11-04,12:25:40","Hydro Homie","#1547","Nah but that’s not optimal, I mean I want the best mods for the best weapon in each configuration","EmberToInferno#0606",""
"2022-11-04,12:25:46","LJ","#9206","https://tenor.com/view/senator-armstrong-meme-based-gif-25071581","Capybap#2340",""
"2022-11-04,12:25:58","Hydro Homie","#1547","At MR 7, because I keep on taking breaks because I don’t want to grind for MR","",""
"2022-11-04,12:26:07","Poedameron805","#0114","Yeah that's about my day usually XD","Capybap#2340",""
"2022-11-04,12:26:13","EmberToInferno","#0606","idk meta anymore","",""
"2022-11-04,12:26:18","EmberToInferno","#0606","proboscis cernos is/was good","",""
"2022-11-04,12:26:27","EmberToInferno","#0606","ignis wraith was always good for low mr but i hate forma","",""
"2022-11-04,12:26:34","Hydro Homie","#1547","Me neither tbh, I just used ignis wraith","",""
"2022-11-04,12:26:41","LJ","#9206","I am sitting in Avery rn waiting for my com lab","",""
"2022-11-04,12:26:45","LJ","#9206","And my shoes are soaked","",""
"2022-11-04,12:26:47","EmberToInferno","#0606","u dont even need to use primary/secondary","",""
"2022-11-04,12:26:49","EmberToInferno","#0606","just get a lesion or sm","",""
"2022-11-04,12:26:49","Hydro Homie","#1547","Flamethrower go brrr","",""
"2022-11-04,12:26:57","EmberToInferno","#0606","p sure its still fine after co nerf","",""
"2022-11-04,12:27:06","EmberToInferno","#0606","i havent played in like 2 yrs bc game is ass atp","",""
"2022-11-04,12:27:11","EmberToInferno","#0606","plains ruined that game","",""
"2022-11-04,12:27:20","Hydro Homie","#1547","I haven’t even played in like 6 months, and that was only for like a week after a year long break","",""
"2022-11-04,12:27:24","Hydro Homie","#1547","Too much shit now","",""
"2022-11-04,12:27:46","EmberToInferno","#0606","open world ruined the game","",""
"2022-11-04,12:41:47","AlphaVied","#4896","All games are invalid when the new god of war comes out","",""
"2022-11-04,12:41:57","AlphaVied","#4896","If you have access to a device that can play the new god of war, and you choose not to","",""
"2022-11-04,12:42:07","AlphaVied","#4896","Your existence is then completely invalidated","",""
"2022-11-04,12:43:34","Capybap","#2340","Ps5 🥲","",""
"2022-11-04,12:58:04","Capybap","#2340","I am so wet rn","",""
"2022-11-04,12:58:21","Capybap","#2340","😫😫😫","",""
"2022-11-04,13:03:52","Poedameron805","#0114","https://tenor.com/view/soaked-drenched-kermit-gif-8386560","",""
"2022-11-04,13:05:18","AlphaVied","#4896","Now I realize it’s probably not the most tasteful joke 💀","Capybap#2340",""
"2022-11-04,13:05:50","AlphaVied","#4896","Made friends w someone who has a darker sense of humor and forgot that isn’t really socially acceptable everywhere","",""
"2022-11-04,13:06:58","Capybap","#2340","Idk i thought it was funny","",""
"2022-11-04,13:11:04","AlphaVied","#4896","Just hindsight","",""
"2022-11-04,13:11:20","AlphaVied","#4896","Probs shouldn’t make jokes like that around ppl idk","",""
"2022-11-04,13:14:03","Capybap","#2340","Yeah probably","",""
"2022-11-04,13:14:08","EmberToInferno","#0606","my hair is fucking SOAKING wet","",""
"2022-11-04,13:14:11","EmberToInferno","#0606","dripping","",""
"2022-11-04,13:14:21","Capybap","#2340","Just make sure to not have your real name on here ig 💀","",""
"2022-11-04,13:14:50","EmberToInferno","#0606","i got my name on here","",""
"2022-11-04,13:16:43","Capybap","#2340","Ember T Inferno","",""
"2022-11-04,13:16:54","EmberToInferno","#0606","nah","",""
"2022-11-04,13:17:12","Capybap","#2340","I quit the hub so people wouldn't know my name","",""
"2022-11-04,13:17:13","beepbop","#9164","only real gangstas have their name in the wsu hub","",""
"2022-11-04,13:17:24","beepbop","#9164","you could've just changed it lmao","Capybap#2340",""
"2022-11-04,13:17:29","Capybap","#2340","Oh","",""
"2022-11-04,13:18:05","pestilence","#6969","Yeah I don't use my real name cause I dont like people being able to see it online lol","Capybap#2340",""
"2022-11-04,13:18:39","pestilence","#6969","At the same time I'm p sure I've doxxed my apartment","",""
"2022-11-04,13:34:02","RedheadedTobi","#8470","Is there a competition going on?","",""
"2022-11-04,13:34:18","RedheadedTobi","#8470","A hoard of people dressed up just went into the food court at the CUB","",""
"2022-11-04,13:35:44","PepeTheCracker","#6668","Who are the kids coming into the cub","",""
"2022-11-04,13:35:47","PepeTheCracker","#6668","?","",""
"2022-11-04,13:36:54","normal name","#8766","Band competition maybe","",""
"2022-11-04,13:39:34","5am","#2284","","","https://cdn.discordapp.com/attachments/720774572814893139/1038190797159420025/IMG_1903.jpg"
"2022-11-04,13:39:42","5am","#2284","Decided to eat more than ramen","",""
"2022-11-04,13:41:02","beepbop","#9164","gainzz","",""
"2022-11-04,13:43:28","5am","#2284","Steak surprisingly is cheap","",""
"2022-11-04,13:43:44","5am","#2284","But chicken has more for the same price D;","",""
"2022-11-04,13:47:11","pestilence","#6969","WinCo chicken supreme","5am#2284",""
"2022-11-04,13:47:22","pestilence","#6969","Shits like, 1.50 per lb","",""
"2022-11-04,14:32:52","IHUNTYOU04","#1068","Yeah I chose Finance","Kacey#5683",""
"2022-11-04,14:38:33","Kacey","#5683","Idk much about our Finance program. What makes you interested in WSU?","IHUNTYOU04#1068",""
"2022-11-04,14:45:31","EmberToInferno","#0606","i was thinking of doing finance before cs but it looked really boring","",""
"2022-11-04,14:45:52","EmberToInferno","#0606","and more math than id like","",""
"2022-11-04,14:49:52","(ed)ibilities","#4334","One of my marketing job added 4hrs into my time sheet. Wonder why they’d do that","",""
"2022-11-04,14:50:48","(ed)ibilities","#4334","Told em I only worked on the video for 2hrs 👀","",""
"2022-11-04,14:58:24","Tipster","#8489","Man this weather is some serious blah today.","",""
"2022-11-04,14:59:19","Tipster","#8489","Perfect cozy day though. Going to get a fire going, make some snacks and coco, and watch a movie with the kiddos tonight.","",""
"2022-11-04,15:01:23","BlueKodiak","#6128","I need to get all my porch furniture put away lmao","",""
"2022-11-04,15:15:21","Tipster","#8489","Do it ASAP.","",""
"2022-11-04,15:15:23","Tipster","#8489","It's gonna get worse.","",""
"2022-11-04,15:15:29","Tipster","#8489","https://tenor.com/view/holdon-toyourbutts-jurassicpark-gif-4858777","",""
"2022-11-04,15:15:39","Tipster","#8489","Oh crap I need to move my truck.","",""
"2022-11-04,15:23:36","Tipster","#8489","On the bright side, all this rain got the heavy snow out of the trees, so way less potential for those to snap.","",""
"2022-11-04,15:36:58","EmberToInferno","#0606","we need to build an ark bro","",""
"2022-11-04,15:37:00","EmberToInferno","#0606","god is not happy","",""
"2022-11-04,15:43:16","Bokuuto","#7827","https://tenor.com/view/open-door-wind-fuck-blown-kids-gif-7962107","",""
"2022-11-04,15:45:15","EmberToInferno","#0606","if only i could drive","",""
"2022-11-04,16:02:25","Rockergage","#5879","Walk","EmberToInferno#0606",""
"2022-11-04,16:24:39","Endeavour-1","#4390","Wind is picking up","",""
"2022-11-04,16:28:55","Poedameron805","#0114","That child is dead","Bokuuto#7827",""
"2022-11-04,16:35:34","Tipster","#8489","**ROAD CLOSURES IN MOSCOW DUE TO FLOODING** MOSCOW - The City of Moscow is advising residents that the following roads and/or intersections are closed Friday afternoon due to the amount of melting snow and rain. Please use alternate routes at this time. -- Rodeo Drive at the Business Center area -- Rodeo Drive and Polk Street -- Quail Run Drive and Polk Street","",""
"2022-11-04,16:59:15","Kitty Pride","#2289","road to Moscow closed is fine with me tbh, not like my all season tires would handle tons of snow","",""
"2022-11-04,16:59:53","Kitty Pride","#2289","think I need to buy chains to drive around here?","",""
"2022-11-04,17:02:17","umeshu2002","#3132","thanks for the info!","Tipster#8489",""
"2022-11-04,17:13:18","AlphaVied","#4896","Is the road there closed?","Kitty Pride#2289",""
"2022-11-04,17:19:43","Kitty Pride","#2289","yeah I'd assume so because of the weather","",""
"2022-11-04,17:20:04","Tipster","#8489","The road to moscow isn't closed. Just a few roads in north moscow.","",""
"2022-11-04,17:20:09","Kitty Pride","#2289","ahh okay","",""
"2022-11-04,17:20:16","Kitty Pride","#2289","is it iced over?","",""
"2022-11-04,17:20:53","Tipster","#8489","Nope, just rain. Paradise creek is likely to crest at 9.6 feet tonight, which will put the bike path by UI under about 2 inches of water.","",""
"2022-11-04,17:22:07","Kitty Pride","#2289","good to know... I'm not experienced driving in snow/ice","",""
"2022-11-04,17:56:27","Welcomer","#1062","<@782030928049864716> joined. Welcome to <:wsu:720787708133376032> **DisCougs**! Feel free to pick roles from <#720784881432395808> and check out upcoming events in <#772962285307035648> or <#720802286993145966>","bgriff89#9530","https://cdn.discordapp.com/attachments/720774572814893139/1038255445141368863/WelcomeMsg-2DTC8HS.webp"
"2022-11-04,18:01:57","beepbop","#9164","Welcome!!","",""
"2022-11-04,18:08:20","EmberToInferno","#0606","ok the heat is going on","",""
"2022-11-04,18:11:46","bgriff89","#9530","Thanks glad to be here!","beepbop#9164",""
"2022-11-04,18:16:26","beepbop","#9164","dont forget the socks","EmberToInferno#0606",""
"2022-11-04,18:16:52","Capybap","#2340","Layer the socks","",""
"2022-11-04,18:18:52","EmberToInferno","#0606","yea i got socks","",""
"2022-11-04,18:20:59","beepbop","#9164","big brain","Capybap#2340",""
"2022-11-04,18:29:55","CalebV","#7906","Do I dare going for a run tonight","",""
"2022-11-04,18:30:02","CalebV","#7906","Or is that too risky","",""
"2022-11-04,18:30:26","squg tomato","#5955","if you can deal with getting blasted in the face with rain sure why not","",""
"2022-11-04,18:30:59","CalebV","#7906","I just don't want like... a tree to fall on me or something lol","",""
"2022-11-04,18:34:11","Kacey","#5683","I've had so much coco this week. Honesty it's the only thing getting me through the week","Tipster#8489",""
"2022-11-04,18:34:45","Kacey","#5683","I'm pulling a blank, where does this come from?","Tipster#8489",""
"2022-11-04,18:35:36","Kacey","#5683","Heyo! Glad you're here","bgriff89#9530",""
"2022-11-04,18:39:15","(ed)ibilities","#4334","Pullman Airport out to screw ppl over lol","",""
"2022-11-04,18:39:28","Tipster","#8489","Jurassic park.","Kacey#5683",""
"2022-11-04,18:39:44","(ed)ibilities","#4334","They changed the boarding time back to the one before delayed one","",""
"2022-11-04,18:45:58","Kantaria","#3272","Bruh","",""
"2022-11-04,18:53:15","(ed)ibilities","#4334","So some ppl got screwed over all","",""
"2022-11-04,19:04:10","Kacey","#5683","Are you trying to leave for California tonight?","",""
"2022-11-04,19:05:18","Kacey","#5683","Gotcha Thanks","Tipster#8489",""
"2022-11-04,19:05:23","Kacey","#5683","I need to rewatch that","",""
"2022-11-04,19:05:27","Kacey","#5683","Its been a minute","",""
"2022-11-04,19:05:45","EmberToInferno","#0606","idt ive ever wathced jurassic park","",""
"2022-11-04,19:07:57","Kacey","#5683","I watched it when I was 8 and according to my parents laughed my ass off when the dude got eaten off the toilet while my brother screamed and ran to the other room","",""
"2022-11-04,19:08:47","EmberToInferno","#0606","id believe it","",""
"2022-11-04,19:15:01","CyanideCarrot","#3879","remember to change clocks tomorrow night, that time of year has crept up on us again","",""
"2022-11-04,19:51:44","Tipster","#8489","Spring forward, Fall back.","",""
"2022-11-04,20:04:15","beepbop","#9164","<:galaxy_brain:804223081295642634>","",""
"2022-11-04,20:05:25","beepbop","#9164","Extra hour of sleep pog","",""
"2022-11-04,20:15:42","Kantaria","#3272","https://tenor.com/view/no-gif-22904868","",""
"2022-11-04,20:25:03","Spoooky","#6969","Falling back increases my mood by 15% due to the added sleep","",""
"2022-11-04,20:27:49","Kacey","#5683","Agreed","",""
"2022-11-04,20:42:35","Dogger","#5605","","","https://cdn.discordapp.com/attachments/720774572814893139/1038297251845509201/tumblr_rk4z9cfpak1zuh0co.mp4"
"2022-11-04,20:54:48","Capybap","#2340","be careful offroading on foot","",""
"2022-11-04,20:55:11","Capybap","#2340","bc it may be a foot of mud and get you covered in mud all over your body and everything you were carying","",""
"2022-11-04,20:55:16","Capybap","#2340","hypothetically","",""
"2022-11-04,21:00:29","nova.","#0959","fellas","",""
"2022-11-04,21:00:52","nova.","#0959","is my math wrong","","https://cdn.discordapp.com/attachments/720774572814893139/1038301852942487582/IMG_0570.png"
"2022-11-04,21:22:18","Poedameron805","#0114","Ohhhh shoot","CyanideCarrot#3879",""
"2022-11-04,21:48:21","Tipster","#8489","Never change, Pullman.","","https://cdn.discordapp.com/attachments/720774572814893139/1038313801713467432/image0.jpg"
"2022-11-04,21:52:43","Thomas","#5488","lmao","",""
"2022-11-04,22:51:31","beepbop","#9164","Getting power outages from wind even on the west side <:sad:827276469892808755>","",""
"2022-11-04,22:52:50","Capybap","#2340","Back to ooga booga days","",""
"2022-11-04,22:53:00","beepbop","#9164","return to monke","",""
"2022-11-04,22:53:17","Capybap","#2340","","","https://cdn.discordapp.com/attachments/720774572814893139/1038330142415655012/image0.gif"
"2022-11-04,22:53:28","beepbop","#9164","Thats gonna be me","",""
"2022-11-04,22:53:43","Capybap","#2340","He already has the peak body type","",""
"2022-11-04,22:53:56","beepbop","#9164","💯","",""
"2022-11-04,22:54:20","Capybap","#2340","Are you in seattle?","beepbop#9164",""
"2022-11-04,22:59:40","CalebV","#7906","Hypothetically speaking","Capybap#2340",""
"2022-11-04,22:59:56","CalebV","#7906","Would not happen to a capy though, they are too powerful","",""
"2022-11-04,23:03:28","beepbop","#9164","30 minutes out","Capybap#2340",""
"2022-11-04,23:14:58","Capybap","#2340","Why are you over there","",""
"2022-11-04,23:15:53","beepbop","#9164","Save money I guess, I'm not sure if I would've done it differently or not","",""
"2022-11-04,23:21:26","AwakenMyBustas","#1748","Mood at midnight","",""
"2022-11-04,23:53:39","ChiefAura","#6947","Made this to demonstrate next weeks' weather. NWC is the nightly temperature after factoring for the windchill, (how it feels on your skin)","","https://cdn.discordapp.com/attachments/720774572814893139/1038345335925391480/unknown.png"
"2022-11-05,00:07:02","Dogger","#5605","Greek row tomorrow morning","","https://cdn.discordapp.com/attachments/720774572814893139/1038348704878428171/RDT_20221104_2005584912155727066914422.jpg"
"2022-11-05,00:22:47","beepbop","#9164","That's a strong branch","",""
